NomFestival,Envergure,Region,Departement,Commune,CodePostal,Discipline,PeriodeFestival,GeocodageXY
Escale Africaine,,Bretagne,Ille-et-Vilaine,Rennes,35000,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"48.1119791219, -1.68186449144"
Jazz à l'Ouest,,Bretagne,Ille-et-Vilaine,Rennes,35200,Musique,Après-saison (6 septembre - 31 décembre),"48.1119791219, -1.68186449144"
Quartiers en Scène,,Bretagne,Ille-et-Vilaine,Rennes,35000,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"48.1119791219, -1.68186449144"
Scènes d'hiver,,Bretagne,Ille-et-Vilaine,Rennes,35000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.1119791219, -1.68186449144"
L'art prend l'air,,Centre-Val de Loire,Indre-et-Loire,Reugny,37380,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"47.4859477646, 0.872119692494"
Morty jazz,Régionale,Hauts-de-France,Aisne,Mortefontaine,2600,Musique,Saison (21 juin - 5 septembre),"49.3362768244, 3.08053479514"
Amis du jazz traditionnel,,Auvergne-Rhône-Alpes,Drôme,Rochegude,26790,Musique,Avant-saison (1er janvier - 20 juin),"44.2556674573, 4.83716476858"
Bon Moment,,Grand Est,Meurthe-et-Moselle,Nancy,54000,Musique,Avant-saison (1er janvier - 20 juin),"48.6901995499, 6.17588254434"
Festival Zig Zag,,Normandie,Seine-Maritime,Rouen,76000,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"49.4413460103, 1.09256784278"
Triennale Rouen impressionnée,Intercommunale,Normandie,Seine-Maritime,Rouen,76000,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"49.4413460103, 1.09256784278"
Vent d'Irlande,,Nouvelle-Aquitaine,Charente-Maritime,Royan,17200,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.6346574238, -1.01791403375"
Saint-Briac en musique,,Bretagne,Ille-et-Vilaine,Saint-Briac-sur-mer,35800,Musique,Saison (21 juin - 5 septembre),"48.6163388225, -2.12358766004"
Meliaj,,Bretagne,Côtes-d'Armor,Saint-Brieuc,22000,Musique,Avant-saison (1er janvier - 20 juin),"48.5149806053, -2.76154552773"
Street Punk Ink Mas Party,,Bretagne,Côtes-d'Armor,Saint-Brieuc,22000,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"48.5149806053, -2.76154552773"
Cinéma plein air,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Saint-Cannat,13760,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"43.6136286667, 5.30698257258"
Geek Ali,,La Réunion,La Réunion,Saint-Denis,97400,Pluridisciplinaire,Décembre,"-20.9329708192, 55.446867167"
Journées Cinématographiques,,Île-de-France,Seine-Saint-Denis,Saint-Denis,93120,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.9295650455, 2.3592429975"
Quinzaine de la Jeunesse Caribéenne,Régionale,Martinique,Martinique,Sainte-Anne,97226,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"14.4366363772, -60.8550865047"
Cinébanlieue,,Île-de-France,Paris,Paris,75020,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"48.8631867774, 2.40081982673"
Les Hétéroclites,Intercommunale,Normandie,Manche,Saint-Lô,50000,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"49.1099624249, -1.07755642702"
Les Vendanges de Malagar,,Nouvelle-Aquitaine,Gironde,Saint-Maixant,33490,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"44.5770246409, -0.246142662745"
Festival Présences,,Île-de-France,Paris,Paris,75016,Musique,Avant-saison (1er janvier - 20 juin),"48.8603987604, 2.2620995594"
Fetlyf Lycéens sur les planches,,Bretagne,Ille-et-Vilaine,Saint-Malo,35400,Musique,Avant-saison (1er janvier - 20 juin),"48.6400443482, -1.98060627256"
Festival de Bourgogne du sud,Départementale,Bourgogne-Franche-Comté,Saône-et-Loire,Saint-Maurice-lès-Châteauneuf,71740,Musique,Saison (21 juin - 5 septembre),"46.2267056236, 4.25094648512"
Farniente,INTERCOMMUNALE,Pays de la Loire,Loire-Atlantique,Saint-Nazaire,44600,Musique,Après-saison (6 septembre - 31 décembre),"47.2802857028, -2.25379927249"
Les clartés musicales,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Saint-Paterne-Racan,37370,Musique,Avant-saison (1er janvier - 20 juin),"47.5816905056, 0.466637692187"
Festi-Rance,,Bretagne,Côtes-d'Armor,Saint-Samson-sur-Rance,22100,Musique,Saison (21 juin - 5 septembre),"48.4914561731, -2.01805917808"
Gartempe Blues Festival,,Nouvelle-Aquitaine,Vienne,Saint-Savin,86310,Musique,Saison (21 juin - 5 septembre),"46.5832866024, 0.840222181095"
Visions d'exil,,Île-de-France,Paris,Paris,75002,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"48.8679033789, 2.34410716666"
Festival Escapade,,Nouvelle-Aquitaine,Creuse,Sardent,23250,Spectacle vivant,Saison (21 juin - 5 septembre),"46.0459895877, 1.85886765501"
Le théâtre dans tous ses états,,Grand Est,Meurthe-et-Moselle,Seichamps,54280,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.715250189, 6.27143894576"
"K-LIVE sea, art & sound festival",Intercommunale,Occitanie,Hérault,Sète,34200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.3917705831, 3.64705148296"
Etsetala...Festival de Contes en Sol Mineur,,Grand Est,Haut-Rhin,Staffelfelden,68850,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"47.82743014, 7.25320289915"
Longevity Festival,,Grand Est,Bas-Rhin,Strasbourg,67000,Musique,Avant-saison (1er janvier - 20 juin),"48.5712679849, 7.76752679517"
Jazzpote,,Grand Est,Moselle,Thionville,57100,Musique,Avant-saison (1er janvier - 20 juin),"49.3759716201, 6.12928314217"
Les Bons Jours,,Bretagne,Ille-et-Vilaine,Thorigné-Fouillard,35235,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"48.1566082899, -1.58409867633"
Festival Impulsez,Intercommunale,Occitanie,Haute-Garonne,Toulouse,31100,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Histoires de cinéma,,Occitanie,Haute-Garonne,Toulouse,31000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Toulouse Occitanie Game Show,Interrégionale,Occitanie,Haute-Garonne,Toulouse,31840,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Fourchettes soniques,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Tours,37000,Musique,Avant-saison (1er janvier - 20 juin),"47.3986382281, 0.696526376417"
Croq'Livres - Festival du livre jeunesse,,Bretagne,Finistère,Treffiagat,29730,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"47.8049042408, -4.2597485124"
Journées Musicales d'Uzerche -Muz,,Nouvelle-Aquitaine,Corrèze,Uzerche,19140,Musique,Saison (21 juin - 5 septembre),"45.4238857521, 1.56525480659"
Les Cambrouss'Ries,,Bretagne,Ille-et-Vilaine,Val d'Anast,35330,Musique,Avant-saison (1er janvier - 20 juin),"47.8971012974, -1.99867854689"
L'oreille du monde,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Romagnat,63540,Musique,Avant-saison (1er janvier - 20 juin),"45.7210583634, 3.08824671856"
Festival de musique ancienne de Valmunster,,Grand Est,Moselle,Valmunster,57220,Musique,Avant-saison (1er janvier - 20 juin),"49.2475100945, 6.51684193459"
Jazz à Val-Thorens,,Auvergne-Rhône-Alpes,Savoie,Val-Thorens,73440,Musique,Saison (21 juin - 5 septembre),"45.9923733891, 6.28837579239"
Salon plaisir de lire,Communale,Auvergne-Rhône-Alpes,Cantal,Valuéjols,15300,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.0532332221, 2.90711082999"
Barbacane Classics,,Bourgogne-Franche-Comté,Saône-et-Loire,Varennes-lès-Mâcon,71000,Musique,Après-saison (6 septembre - 31 décembre),"46.2683636158, 4.8066970954"
Les Estivales de Veigné,,Centre-Val de Loire,Indre-et-Loire,Veigné,37250,Musique,Avant-saison (1er janvier - 20 juin),"47.2888419417, 0.729965991438"
Authentiks,,Auvergne-Rhône-Alpes,Isère,Vienne,38200,Musique,Saison (21 juin - 5 septembre),"45.520578372, 4.88135156154"
Vous Êtes Ici – Un Festival À Villereal,,Nouvelle-Aquitaine,Lot-et-Garonne,Villeréal,47210,Spectacle vivant,Saison (21 juin - 5 septembre),"44.6330682255, 0.760362133124"
Les guitares,Communale,Auvergne-Rhône-Alpes,Métropole de Lyon,Villeurbanne,69100,Musique,Après-saison (6 septembre - 31 décembre),"45.7707704179, 4.88845817426"
Salon du livre d'Histoire de Verdun,,Grand Est,Moselle,Woippy,57140,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"49.1638098271, 6.15770213219"
BalaYvré,Intercommunale,Pays de la Loire,Sarthe,Yvré-l'Évêque,72530,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.0234127838, 0.282137902604"
Salon international Peinture et Sculpture,,Grand Est,Haut-Rhin,Zillisheim,68720,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"47.6858083083, 7.30319308149"
Bonheur musical au château de lourmarin,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13101,Musique,Avant-saison (1er janvier - 20 juin),"43.296346, 5.369889"
Festival international d'art lyrique d'Aix-en-Provence,Internationale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,Musique,Saison (21 juin - 5 septembre),"43.5360708378, 5.39857444582"
Flâneries d'art contemporain dans les jardins aixois,Communale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13090,Pluridisciplinaire,Saison (21 juin - 5 septembre),"43.5360708378, 5.39857444582"
Les journées du livre,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"43.5360708378, 5.39857444582"
World festival Ambert,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Ambert,63600,Musique,Saison (21 juin - 5 septembre),"45.5557839461, 3.75625356567"
MO'FO,,Île-de-France,Seine-Saint-Denis,Saint-Ouen,93400,Musique,Avant-saison (1er janvier - 20 juin),"48.909806575, 2.33257042205"
Levitation,,Pays de la Loire,Maine-et-Loire,Angers,49100,Musique,Après-saison (6 septembre - 31 décembre),"47.476837416, -0.556125995444"
Aniane en Scènes,Intercommunale,Occitanie,Hérault,Aniane,34150,Spectacle vivant,Saison (21 juin - 5 septembre),"43.6835011433, 3.59259437611"
Biennale du cinéma espagnol d'Annecy,Régionale,Auvergne-Rhône-Alpes,Haute-Savoie,Annecy,74007,"Cinéma, audiovisuel",avant-saison (1er janvier - 20 juin),"46.1909730986, 6.24250704322"
Bruits Blancs,,Île-de-France,Val-de-Marne,Arceuil,94110,Musique,Après-saison (6 septembre - 31 décembre),"48.8058803597, 2.33351024984"
Festival des Trop petits,Intercommunale,Normandie,Orne,Argentan,61200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.7321880919, -0.0132322590535"
Lez'arts de la rue,,Occitanie,Gers,Auch,32000,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"43.6534300414, 0.575190250459"
Reflets et rythmes,,Occitanie,Tarn,Aussillon,81200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.4946823944, 2.35580492552"
Afrik' au coeur,Transfrontalière,Bourgogne-Franche-Comté,Yonne,Auxerre,89000,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"47.793488225, 3.58168281761"
Fgreen est,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,Musique,Saison (21 juin - 5 septembre),"43.9352448339, 4.84071572505"
L'autre festival,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.9352448339, 4.84071572505"
Les fous rires d'avignon,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.9352448339, 4.84071572505"
Les murs,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,Spectacle vivant,Saison (21 juin - 5 septembre),"43.9352448339, 4.84071572505"
Week-end des arts de la rue,Régionale,Occitanie,Hautes-Pyrénées,Bagnères-De-Bigorre,65200,Spectacle vivant,Saison (21 juin - 5 septembre),"42.9758668859, 0.132640694318"
Les Fuges (ex Eurythmies),,Grand Est,Aube,Bar-sur-Aube,10200,Musique,Saison (21 juin - 5 septembre),"48.2339751025, 4.71595700167"
Été en roue livre,Départementale,Hauts-de-France,Oise,Beauvais,60000,"Livre, littérature",Saison (21 juin - 5 septembre),"49.4365523321, 2.08616123661"
Festival de La Morue,,Nouvelle-Aquitaine,Gironde,Bègles,33130,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.8016009051, -0.547755768448"
Cours en Betton - Festival du film de l'Ouest,,Bretagne,Ille-et-Vilaine,Betton,35830,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.1812360423, -1.64589552684"
Danse le Millet,,Bretagne,Finistère,Beuzec-Cap-Sizun,29790,Musique,Saison (21 juin - 5 septembre),"48.0717542642, -4.50670939299"
Les Tréteaux de Pontus,,Bourgogne-Franche-Comté,Saône-et-Loire,Bissy-sur-Fley,71460,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"46.6633352989, 4.6213986546"
Festival des apéros de Blesle,Régionale,Auvergne-Rhône-Alpes,Haute-Loire,Blesle,43450,Spectacle vivant,Saison (21 juin - 5 septembre),"45.3179155382, 3.17686146037"
Ça Jazz à Blet,Intercommunale,Centre-Val de Loire,Cher,Blet,18350,Musique,Saison (21 juin - 5 septembre),"46.8822848044, 2.73104674271"
Festival Art Et Sciences – Facts,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"44.8572445351, -0.57369678116"
Récréations,,Centre-Val de Loire,Cher,Bourges,18000,"Livre, littérature",Saison (21 juin - 5 septembre),"47.0749572013, 2.40417137557"
Festival de contes,,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Vallouise-Pelvoux,5290,"Livre, littérature",Saison (21 juin - 5 septembre),"44.8144250588, 6.4647473741"
Festival de musique d'Erbalunga,,Corse,Haute-Corse,Brando,20222,Musique,Saison (21 juin - 5 septembre),"42.7792996993, 9.45029993821"
Terre de Danses,,Nouvelle-Aquitaine,Deux-Sèvres,Bressuire,79250,Spectacle vivant,Saison (21 juin - 5 septembre),"46.8545755683, -0.479375922286"
Oups,,Bretagne,Finistère,Brest,29200,Musique,Avant-saison (1er janvier - 20 juin),"48.4004997828, -4.5027907853"
Pluie d'Images,,Bretagne,Finistère,Brest,29200,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"48.4004997828, -4.5027907853"
Médiévales de brignoles,,Provence-Alpes-Côte d'Azur,Var,Brignoles,83177,Spectacle vivant,Saison (21 juin - 5 septembre),"43.3992941902, 6.07740244296"
Danse en Mai,,Nouvelle-Aquitaine,Corrèze,Brive-la-Gaillarde,19100,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"45.1435830664, 1.51936836063"
Impressions Multiples,,Normandie,Calvados,Caen,14000,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"49.1847936737, -0.369801713036"
Juin jardins,,Occitanie,Lot,Cahors,46000,Spectacle vivant,Saison (21 juin - 5 septembre),"44.4507370916, 1.44075837848"
Rétrospective des festivals de cannes,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Cannes,6150,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.5526202843, 7.00427592728"
Carpentras fait son cinéma,,Provence-Alpes-Côte d'Azur,Vaucluse,Carpentras,84200,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"44.0593802565, 5.06134844776"
Touka Danses - Danses métisses,Régionale/Transfrontalière,Guyane,Guyane,Cayenne,97300,Spectacle vivant,Novembre,"5.02173742828, -52.5012511113"
Les Déferlantes,Régionale,Occitanie,Pyrénées-Orientales,Céret,66400,Musique,Saison (21 juin - 5 septembre),"42.5352193463, 3.02429862885"
Jazz à Chabeuil,,Auvergne-Rhône-Alpes,Drôme,Chabeuil,26120,Musique,Avant-saison (1er janvier - 20 juin),"44.9082255842, 5.00743034189"
Chamb'Art'Dement,Intercommunale,Hauts-de-France,Oise,Chambly,60230,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"49.1718103651, 2.24657019692"
Festival BD de Chaponnay,Intercommunale,Auvergne-Rhône-Alpes,Rhône,Chaponnay,69970,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.6282287453, 4.95028014638"
Chartres en lumières,Transfrontalière,Centre-Val de Loire,Eure-et-Loir,Chartres,28000,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"48.4471464884, 1.50570610616"
Festi’ rencontres,Départementale,Bourgogne-Franche-Comté,Nièvre,Château-Chinon (Ville),58120,Musique,Après-saison (6 septembre - 31 décembre),"47.0626511564, 3.92696760176"
Confluences Musicales,,Pays de la Loire,Mayenne,Château-Gontier-sur-Mayenne,53200,Musique,Saison (21 juin - 5 septembre),"47.8290067122, -0.738721767875"
Les nocturnes litteraires,,Provence-Alpes-Côte d'Azur,Vaucluse,Chateauneuf-Du-Pape,84230,"Livre, littérature",Saison (21 juin - 5 septembre),"44.0595884031, 4.82728435607"
L'argent de poche,,Centre-Val de Loire,Indre,Châteauroux,36000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"46.8029617828, 1.69399812001"
Partir en Livre,,Mayotte,Mayotte,Chiconi,97670,"Livre, littérature",Juillet,"-12.821522233, 45.1132970298"
Créa'Parc festival,,Île-de-France,Hauts-de-Seine,Clamart,92140,Musique,Saison (21 juin - 5 septembre),"48.7964306792, 2.25474652922"
La semaine de la poésie,Régionale,Auvergne-Rhône-Alpes,Puy-de-Dôme,Clermont-Ferrand,63000,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.7856492991, 3.11554542903"
Trans'urbaines,Régionale,Auvergne-Rhône-Alpes,Puy-de-Dôme,Clermont-Ferrand,63000,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"45.7856492991, 3.11554542903"
Hellfest Open Air,,Pays de la Loire,Loire-Atlantique,Clisson,44190,Musique,Saison (21 juin - 5 septembre),"47.097896998, -1.27042598067"
Festival du film de Colmar,,Grand Est,Haut-Rhin,Colmar,68000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.1099405789, 7.38468690323"
Festival BD Colomiers,Intercommunale,Occitanie,Haute-Garonne,Colomiers,31770,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"43.611551508, 1.32700218407"
Festival Découvrir,,Nouvelle-Aquitaine,Corrèze,Concèze,19350,Spectacle vivant,Saison (21 juin - 5 septembre),"45.3604032352, 1.33771562463"
Petit salon du livre jeunesse,Intercommunale,Auvergne-Rhône-Alpes,Puy-de-Dôme,Condat-lès-Montboissier,63490,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"45.5577736133, 3.47788895135"
Rencontres musicales de Conques,Départementale,Occitanie,Aveyron,Conques-Marcillac,12320,Musique,Saison (21 juin - 5 septembre),"44.5952473002, 2.4201643341"
Jours de Danse(s),,Bourgogne-Franche-Comté,Nièvre,Corbigny,58800,Spectacle vivant,Saison (21 juin - 5 septembre),"47.2565578889, 3.68948978336"
Va Jouer dehors,Intercommunale,Centre-Val de Loire,Loir-et-Cher,Cour-sur-Loire,41500,Musique,Saison (21 juin - 5 septembre),"47.657935319, 1.41502499081"
Les yeux ouverts sur la diversité,Régionale,Hauts-de-France,Oise,Creil,60100,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"49.2533487138, 2.48472669359"
La caméra est dans le pré,Intercommunale,Bourgogne-Franche-Comté,Doubs,Dannemarie-sur-Crète,25410,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"47.2062426754, 5.86495393288"
Festival Spring,Régionale,Normandie,Seine-Maritime,Elbeuf,76500,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"49.2767979948, 0.997154590875"
La Fête des Images,,Grand Est,Vosges,Épinal,88000,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"48.1631202656, 6.47989286928"
Les P'tits Anier,,Grand Est,Meuse,Èvres,55250,Musique,Avant-saison (1er janvier - 20 juin),"48.9823527638, 5.1255521249"
Polar entre deux Mers,,Nouvelle-Aquitaine,Gironde,Fargues-Saint-Hilaire,33370,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.819815277, -0.439992385579"
Jours de bulles,,Occitanie,Hérault,Félines-Minervois,34210,Spectacle vivant,Saison (21 juin - 5 septembre),"43.354036783, 2.58187245659"
Laissez-passer - festival du cinéma israëlien,,Provence-Alpes-Côte d'Azur,Vaucluse,Flassan,84410,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"44.0985422058, 5.26372029474"
Festival de l'histoire de l'art,,Île-de-France,Seine-et-Marne,Fontainebleau,77300,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"48.4066856508, 2.68031396389"
FIAP Martinique,Internationale,Martinique,Martinique,Fort-de-France,97200,Spectacle vivant,Novembre,"14.6411114389, -61.0691889244"
Les Zygophonies,,Centre-Val de Loire,Loir-et-Cher,Fougères-sur-Bièvre,41120,Musique,Saison (21 juin - 5 septembre),"47.4210455026, 1.43621364655"
In Voce Veritas,,Auvergne-Rhône-Alpes,Métropole de Lyon,Francheville,69340,Musique,Avant-saison (1er janvier - 20 juin),"45.7378794318, 4.75508314041"
Estivales de l'orgue,,Provence-Alpes-Côte d'Azur,Var,Fréjus,83600,Musique,Saison (21 juin - 5 septembre),"43.4719558114, 6.76361597424"
Festival de Gavarnie,,Occitanie,Hautes-Pyrénées,Gavarnie-Gèdre,65120,Pluridisciplinaire,Saison (21 juin - 5 septembre),"42.766573981, 0.041488959159"
Festival Jeune et Très Jeune Public,,Île-de-France,Hauts-de-Seine,Gennevilliers,92230,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"48.9345190548, 2.29384987973"
Le brame du cerf,,Grand Est,Marne,Germaine,51160,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"49.1188404223, 4.03185929464"
Or notes festival,,Occitanie,Hérault,Gignac,46600,Musique,Avant-saison (1er janvier - 20 juin),"43.6393937216, 3.57384628868"
Festival International du Film Insulaire de l'île de Groix,,Bretagne,Morbihan,Groix,56590,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"47.6372394221, -3.4644268016"
Festival du Houblon,,Grand Est,Bas-Rhin,Haguenau,67500,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.8417047695, 7.83010404968"
La Manufacture d'idées,Régionale,Bourgogne-Franche-Comté,Saône-et-Loire,Hurigny,71570,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"46.3429969068, 4.79636186257"
Festival de l'anche,,Provence-Alpes-Côte d'Azur,Var,Hyères,83400,Musique,Avant-saison (1er janvier - 20 juin),"43.1018713534, 6.18898508469"
L'irrégulier,,Auvergne-Rhône-Alpes,Ain,Bourg-en-Bresse,1000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"46.2051520382, 5.24602125501"
Les Échappées Musicales du Médoc,,Nouvelle-Aquitaine,Gironde,Jau-Dignac-et-Loirac,33590,Musique,Saison (21 juin - 5 septembre),"45.4149833388, -0.96259528402"
Fès Jazz in Riad,,Île-de-France,Yvelines,Jouars-Pontchartrain,78760,Musique,Après-saison (6 septembre - 31 décembre),"48.7904544648, 1.90784227893"
Hector Berlioz,Internationale,Auvergne-Rhône-Alpes,Isère,La Côte-Saint-André,38260,Musique,Saison (21 juin - 5 septembre),"45.3834360946, 5.26068376928"
Musiques Au Coeur des Monts d'Arrée,,Bretagne,Finistère,La Feuillée,29690,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.391234337, -3.85236345367"
Festival BD livre et jeunesse de La Fouillade,,Occitanie,Aveyron,La Fouillade,12270,"Livre, littérature",Saison (21 juin - 5 septembre),"44.2345851449, 2.04784404559"
Roc n brout,,Auvergne-Rhône-Alpes,Allier,Brout-Vernet,3110,Musique,Saison (21 juin - 5 septembre),"46.1961727418, 3.28851651471"
Festiv'al shimmy,,Provence-Alpes-Côte d'Azur,Var,La Motte,83920,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"43.5078511168, 6.55055399937"
Fêtes Le Pont,,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,17000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"46.1620643972, -1.17465702836"
Country roque festival,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,La Roque-D'Anthéron,13640,Musique,Saison (21 juin - 5 septembre),"43.7176409517, 5.30157633559"
Le spectacle est dans la rue,,Auvergne-Rhône-Alpes,Savoie,La Toussuire,73300,Spectacle vivant,Saison (21 juin - 5 septembre),"45.2460484635, 6.28249903846"
Rockorama,Départementale,Provence-Alpes-Côte d'Azur,Var,La Valette-du-Var,83160,Musique,Saison (21 juin - 5 septembre),"43.1499152044, 5.99222538877"
Les kiosques à musique,,Auvergne-Rhône-Alpes,Ardèche,La Voulte-sur-Rhône,7800,Musique,Saison (21 juin - 5 septembre),"44.8015403943, 4.78018830634"
Paradisiac Field,,Hauts-de-France,Nord,Landrecies,59550,Musique,Saison (21 juin - 5 septembre),"50.1205093509, 3.68851283044"
Les plages électroniques,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Cannes,6400,Musique,Saison (21 juin - 5 septembre),"43.5526202843, 7.00427592728"
Tinta'Mars,,Grand Est,Haute-Marne,Langres,52200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"47.8591544821, 5.33880466821"
Courtoujours,,Bretagne,Côtes-d'Armor,Lannion,22300,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.7433496707, -3.46159799691"
Scorfel,,Bretagne,Côtes-d'Armor,Lannion,22300,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"48.7433496707, -3.46159799691"
Rencontre européenne du livre au Mont-Cenis,Intercommunale,Auvergne-Rhône-Alpes,Savoie,Lanslebourg-Mont-Cenis,73480,"Livre, littérature",Saison (21 juin - 5 septembre),"45.3441528771, 6.84789108583"
Reflets du Cinéma,Départementale,Pays de la Loire,Mayenne,Laval,53000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"48.0608565468, -0.766005687142"
Le chien rouge,,Provence-Alpes-Côte d'Azur,Var,Le Cannet-Des-Maures,83340,Musique,Saison (21 juin - 5 septembre),"43.3737632121, 6.3755010333"
Muses en troc,,Pays de la Loire,Loire-Atlantique,Le Landreau,44430,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"47.2077664835, -1.29844309328"
Notes d'automne,,Île-de-France,Val-de-Marne,Le Perreux-sur-Marne,94170,Musique,Après-saison (6 septembre - 31 décembre),"48.8423952383, 2.50406848573"
Festival Clapotis,,Occitanie,Hérault,Le Pouget,34230,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.5925476738, 3.51727150563"
Pop Cornes Festival,,Bourgogne-Franche-Comté,Doubs,Le Russey,25210,Musique,Avant-saison (1er janvier - 20 juin),"47.1549185878, 6.73440290446"
La constellation imaginaire,Départementale,Hauts-de-France,Pas-de-Calais,Lens,62300,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"50.4374264148, 2.82105851259"
